None;46;34;-54.99476;0.2986436;-69.92695;
None;46;34;-54.99476;0.2986436;-69.92695;
None;56;37;-53.85727;0.7627639;-85.89335;
None;59;11;-53.62688;0.9535915;-88.90977;
None;27;13;-45.97244;0.04457645;-47.42117;
None;54;25;-53.12531;0.5485645;-75.34217;
None;34;74;-47.11258;-0.2852772;-36.55733;
None;42;0;-54.94537;0.3907553;-70.77097;
None;51;29;-61.09801;0.1321689;-68.56556;
None;56;38;-58.03825;0.2333379;-71.22185;
None;41;11;-45.51835;0.1732959;-55.30957;
None;37;28;-60.01465;0.04576418;-62.23421;
None;49;36;-54.65891;0.4059702;-72.31861;
None;33;78;-49.97075;0.09974297;-53.86072;
None;49;70;-46.92812;0.2365695;-55.68119;
None;43;15;-49.99924;0.445405;-65.81111;
1;49;25;-53.59166;0.2172559;-63.04229;
None;51;25;-60.53355;0.3864299;-77.9229;
None;37;23;-57.02121;0.235534;-65.73597;
None;47;29;-52.56968;0.8489383;-81.43358;
None;29;21;-47.59682;0.2828869;-56.79065;
None;34;20;-50.39454;0.05626823;-52.589;
None;46;30;-55.18468;0.6739174;-82.47833;
None;85;152;-35.06916;0.02039551;-36.61922;
None;55;38;-57.72955;0.2858499;-73.02251;
None;23;0;-48.14596;-0.1440124;-41.16136;
None;47;19;-46.68452;0.4614974;-64.68291;
None;41;28;-44.55217;0.283263;-60.55653;
None;38;10;-51.58196;0.7893546;-78.42002;
None;31;21;-51.37584;-0.07221377;-48.34286;
None;31;21;-51.37584;-0.07221377;-48.34286;
None;38;28;-53.07686;0.8648631;-79.45518;
None;26;13;-31.33902;0.4495644;-43.0277;
None;18;55;-40.94483;-0.4123668;-28.98619;
None;38;29;-52.12283;0.3490864;-67.30808;
None;57;32;-58.29986;0.2045392;-70.46994;
None;90;16;-48.6295;0.1718916;-62.20893;
None;66;1;-51.71355;0.2739676;-65.41193;
None;44;23;-45.644;0.3912983;-59.5351;
None;32;19;-49.50608;0.08516094;-52.82736;
None;38;6;-58.1792;0.2267495;-68.0428;
None;46;28;-54.67991;0.3780821;-72.44977;
None;41;12;-49.97767;-0.07165984;-45.92889;
None;56;123;-58.74656;-0.01268048;-57.96671;
None;61;11;-49.51807;0.05775429;-53.70526;
None;51;44;-44.24498;0.103209;-54.56588;
None;35;8;-53.72939;0.5666194;-73.84438;
None;45;27;-57.59661;0.02633721;-58.78178;
None;35;71;-49.22525;0.02900658;-50.25499;
None;46;0;-59.44993;0.1080445;-63.82573;
None;46;29;-57.99556;0.3437479;-71.91735;
None;56;35;-55.28819;0.4361008;-74.25857;
None;47;28;-55.32256;0.208441;-64.7024;
None;111;26;-41.32354;0.08322879;-50.31225;
None;153;2;-37.43691;0.01104959;-40.11091;
None;42;4;-59.42021;0.1589001;-66.88851;
None;52;0;-58.01492;0.563442;-83.3698;
None;37;25;-51.97684;-0.2210792;-42.02827;
None;47;22;-53.35747;0.1199088;-58.57351;
None;38;22;-49.05644;0.279063;-65.66069;
None;40;0;-52.4734;0.0575323;-57.01845;
None;72;6;-64.20526;0.2897158;-80.5742;
None;40;7;-51.2359;0.3771137;-69.52592;
None;48;27;-32.48351;0.08770818;-40.55266;
None;67;42;-63.45584;0.1647593;-73.01188;
None;39;0;-60.14882;0.3321144;-73.10128;
None;54;28;-59.27061;0.2890201;-75.16672;
None;38;28;-53.79213;0.4109187;-71.05072;
None;50;29;-55.61443;0.2663839;-66.80255;
None;50;24;-53.49557;0.225569;-63.30782;
None;58;20;-51.68488;0.1246577;-59.35133;
None;58;45;-57.56848;0.1467945;-65.64217;
None;61;27;-58.13353;0.2368437;-69.62045;
None;36;0;-53.44353;0.3181486;-66.80577;
None;28;6;-53.10917;-0.07021108;-50.37093;
None;23;9;-56.75548;-0.09902792;-52.74485;
None;28;6;-53.10917;-0.07021108;-50.37093;
None;23;9;-56.75548;-0.09902792;-52.74485;
1;28;6;-53.10917;-0.07021108;-50.37093;
None;23;9;-56.75548;-0.09902792;-52.74485;
None;45;21;-55.04552;0.3900675;-73.37869;
None;23;9;-56.75548;-0.09902792;-52.74485;
None;37;25;-54.64891;0.605512;-77.05286;
None;25;13;-44.62203;0.03461282;-46.35267;
None;31;20;-51.24818;0.3226932;-62.21975;
None;44;2;-37.72509;-0.01583635;-35.34964;
None;51;22;-62.39816;0.2737705;-76.49734;
None;63;17;-41.68262;0.20721;-56.08372;
None;31;16;-37.69184;0.002450769;-37.86584;
None;40;11;-63.07628;0.2378747;-73.78065;
None;57;30;-59.70774;0.3756205;-76.61066;
None;9;88;-27.63522;-0.7261321;6.856056;
2;27;16;-32.78553;0.02510218;-35.8982;
None;37;0;-41.86671;-0.08582126;-33.71369;
None;29;0;-29.17592;-0.01660619;-27.96367;
None;42;22;-30.54087;0.05968098;-34.44998;
None;38;12;-37.78046;0.07508936;-41.79774;
None;50;21;-27.30637;0.009279714;-27.79356;
None;25;105;-33.77966;-0.08153054;-29.49931;
None;55;24;-63.65497;0.1117956;-69.80373;
None;56;42;-58.10572;0.3108316;-72.40397;
None;40;3;-22.9632;0.1684646;-31.55489;
None;40;16;-38.73851;0.04644296;-41.31609;
None;167;9;-31.17154;-0.07179879;-23.56087;
None;41;18;-32.41463;0.2671281;-48.44232;
None;47;93;-35.08171;0.2174566;-45.19344;
None;37;16;-39.94025;-0.1214627;-34.17077;
None;85;14;-43.75597;0.2345273;-58.29667;
None;41;19;-29.73357;0.5452214;-60.26597;
None;27;20;-36.79509;0.2136301;-47.04934;
None;112;18;-24.67747;0.2363399;-42.52113;
2;34;97;-59.14013;-0.2367563;-47.65745;
None;43;6;-44.34663;0.4238518;-66.81078;
None;69;3;-20.4832;0.1378596;-27.99655;
None;60;20;-30.10726;0.1187972;-37.71028;
None;76;18;-26.7652;0.1535485;-36.8994;
None;36;12;-26.37046;0.1158128;-33.72458;
None;50;7;-32.73175;-0.03650773;-30.35874;
None;50;21;-42.24253;0.2211273;-56.39468;
None;45;8;-30.67656;0.5045186;-59.93864;
None;29;11;-39.18492;0.1864658;-49.25407;
None;77;1;-33.09016;0.1783296;-45.21657;
None;48;1;-62.98764;-0.01533302;-62.12899;
None;22;6;-20.38448;-0.1003493;-14.4137;
None;35;15;-41.31067;0.09546299;-46.27474;
None;58;12;-47.93322;0.1652632;-56.94007;
None;51;21;-39.39878;0.01112211;-40.12172;
None;25;6;-30.10054;0.09879457;-36.57158;
None;29;8;-22.76013;0.2701866;-37.21511;
None;11;95;-28.70992;-0.3896411;-10.00715;
None;51;3;-26.21179;0.2653413;-42.9283;
None;25;14;-19.51538;0.1575989;-29.28651;
None;29;3;-18.81663;0.3208897;-35.34245;
None;36;7;-30.36905;0.06325148;-34.73341;
None;24;5;-19.5112;0.04723845;-22.06208;
None;41;1;-15.83907;0.03812712;-17.95512;
None;34;7;-23.42799;-0.04230476;-20.53012;
2;38;15;-24.35205;0.1839735;-35.02251;
None;76;11;-25.56671;0.2289101;-41.1326;
None;27;6;-24.05178;0.3871061;-43.40708;
None;62;0;-10.15801;-0.03992429;-7.642782;
None;36;3;-17.45483;-0.01444494;-16.21978;
None;34;7;-22.23727;0.04657188;-26.45203;
None;23;5;-16.40483;-0.08217137;-10.81718;
None;43;28;-47.69172;0.1629383;-56.57185;
None;44;118;-30.69781;-0.2041084;-18.34925;
None;47;16;-24.39079;0.1272251;-33.0421;
None;83;0;-27.47721;0.1149693;-35.755;
None;81;60;-31.28016;0.1076117;-39.0282;
None;31;4;-21.50008;-0.05311282;-17.35728;
None;39;9;-40.48898;-0.04055962;-38.0554;
None;91;43;-40.45997;0.2262896;-61.39176;
None;24;7;-16.03703;0.0162573;-17.43516;
None;40;0;-28.18556;0.38634;-50.40011;
None;56;7;-25.37266;0.3513092;-45.74859;
None;44;14;-50.03195;0.3036568;-66.12576;
None;60;9;-46.72267;0.2089063;-59.1526;
None;38;3;-24.54016;-0.009057339;-23.84727;
None;52;4;-37.41743;0.1853134;-46.31247;
None;60;195;-22.88614;-0.06546892;-16.04464;
None;51;8;-25.7885;0.1651728;-36.11179;
None;62;27;-37.00481;0.1077178;-45.4068;
None;53;6;-20.82352;0.05685935;-25.25855;
None;43;16;-25.93149;0.1031891;-33.72227;
None;30;0;-33.30159;0.1887652;-43.023;
None;56;11;-24.01835;0.3237803;-38.91224;
None;46;18;-46.63006;0.3661545;-64.0224;
None;37;6;-36.2647;-0.01415405;-35.557;
None;45;20;-32.38831;0.3413882;-50.48188;
None;49;14;-24.64623;0.0800478;-28.68865;
None;67;13;-30.91298;0.002173367;-31.04882;
None;40;7;-24.1067;-0.09436907;-16.93466;
None;32;13;-23.72286;-0.02864819;-19.71211;
None;25;2;-23.61502;0.01184853;-25.10793;
None;36;27;-46.24971;0.1079707;-51.4323;
None;81;8;-25.16867;0.698175;-58.33198;
None;47;6;-23.41383;-0.07107712;-20.00213;
None;49;6;-20.88595;0.09639242;-29.1275;
None;21;5;-23.82154;0.1424716;-31.30129;
None;36;10;-34.70452;-0.05529897;-32.02253;
None;64;27;-44.20786;0.1549448;-52.96225;
None;76;17;-31.18282;0.09371324;-37.7896;
None;30;11;-35.51859;0.02813262;-37.07995;
None;28;16;-25.74762;-0.006256803;-25.25959;
None;23;157;-26.12422;-0.1950924;-10.80947;
None;31;9;-18.37099;-0.07157231;-7.814075;
None;68;34;-40.17438;0.05818622;-44.39288;
None;59;0;-14.21995;0.0260541;-15.93952;
None;31;8;-17.88162;-0.02054266;-14.90294;
None;27;7;-20.62914;0.2417976;-32.83993;
None;79;0;-16.33088;0.1058695;-25.32978;
None;62;0;-11.59332;0.2196752;-23.12626;
None;103;1;-17.38173;0.001750504;-17.5524;
None;62;5;-15.36071;0.1118298;-22.18233;
None;40;24;-39.31544;0.2336218;-51.58058;
None;22;0;-15.03455;0.07638013;-19.88469;
None;60;5;-14.48525;0.1966685;-24.31867;
None;71;22;-44.10302;0.3715241;-62.67923;
None;44;11;-45.09989;0.3816966;-62.65793;
None;56;0;-27.21431;0.2800577;-46.95837;
None;54;1;-35.29845;0.305277;-49.64647;
None;28;70;-33.07815;-0.2261433;-22.22327;
2;42;20;-49.44477;0.3044462;-64.21042;
None;48;104;-38.67964;0.01117144;-39.27731;
None;36;9;-29.25152;-0.1082411;-22.70293;
None;96;12;-24.47044;-0.01068112;-23.27416;
None;40;21;-45.21196;0.0918653;-49.98896;
None;31;6;-31.95334;0.07077023;-35.88109;
None;44;34;-52.94932;0.2737819;-68.00732;
None;42;0;-33.08358;0.01551638;-34.99209;
None;47;16;-45.04664;0.1971823;-55.00435;
None;90;192;-22.28941;-0.04319599;-18.14259;
None;54;23;-36.64736;0.09591035;-44.27224;
None;44;6;-27.37281;0.1644472;-38.30854;
None;42;19;-37.89207;0.2867171;-52.80136;
None;68;10;-35.2036;0.4319637;-62.63329;
None;42;15;-35.01942;-0.07467563;-29.5681;
None;35;7;-31.29395;0.04351576;-35.03631;
None;80;33;-42.17213;0.2647351;-59.37991;
None;76;0;-31.38896;0.06863808;-36.26226;
None;43;4;-38.87482;0.2429747;-52.84587;
None;46;5;-35.07532;-0.0106748;-34.37612;
None;32;4;-33.4717;0.06188538;-36.90634;
None;72;20;-31.86923;0.153997;-43.18801;
None;189;3;-37.25833;0.008323076;-38.50679;
None;39;13;-33.02401;0.2989725;-49.91595;
None;50;0;-28.01579;-0.1174388;-21.49793;
None;83;12;-29.47621;0.3046949;-47.30087;
None;56;10;-23.03399;-0.06147751;-17.53176;
None;216;5;-23.82016;-0.01327845;-20.78603;
None;79;124;-35.09987;-0.1193544;-27.64022;
None;53;150;-24.57568;0.04193075;-27.72048;
None;55;16;-28.37397;-0.03881203;-24.9003;
None;42;19;-34.38848;0.282966;-47.5464;
None;35;14;-30.48336;0.009194497;-31.65107;
None;49;6;-20.76531;0.3468091;-38.62598;
None;41;17;-44.44073;0.2231685;-56.04549;
None;39;14;-34.29081;0.2453688;-49.74904;
None;21;13;-25.16369;0.0836512;-30.97745;
None;26;4;-29.2598;0.06121352;-33.91203;
None;27;17;-26.47016;0.3497634;-45.88203;
None;23;9;-25.91576;0.04964153;-30.40832;
None;25;3;-16.76162;-0.0574618;-13.02661;
2;28;16;-26.812;0.1210584;-34.86238;
None;55;2;-49.44853;0.09860542;-54.4281;
None;52;2;-20.8509;-0.01765317;-19.79171;
None;59;10;-23.13145;0.04370048;-26.25603;
None;59;0;-27.78087;0.09172737;-33.00933;
None;43;13;-25.32702;0.0197118;-26.35203;
None;41;5;-36.67554;0.07632437;-40.30095;
None;46;8;-39.27827;-0.1017409;-32.8686;
None;63;0;-26.46038;-0.01196853;-25.13786;
None;80;51;-37.12278;0.1125992;-49.11459;
None;60;41;-46.44081;0.07497065;-54.83752;
None;63;324;-41.15796;-0.06192761;-31.00183;
None;118;87;-50.9866;-0.02603363;-47.18569;
None;92;0;-35.3604;0.04871499;-44.03167;
None;60;13;-46.83602;0.1156063;-56.25793;
None;116;69;-53.50966;0.2483026;-81.692;
None;113;14;-39.30138;0.1356216;-55.44035;
None;99;1;-31.81779;-0.001329475;-31.64562;
3;99;6;-40.29532;0.2441201;-62.75437;
None;63;34;-46.88697;0.1228362;-59.5391;
None;56;33;-41.03242;0.1649498;-58.02224;
None;47;34;-51.15164;0.05247852;-53.64437;
None;66;47;-38.96489;0.2170647;-58.93484;
None;100;63;-33.58355;0.1638535;-60.12782;
None;152;1;-48.77882;0.2332787;-71.5235;
None;62;31;-53.50048;0.2311044;-66.09566;
None;61;19;-47.98382;0.3804499;-72.71306;
None;64;43;-42.7061;0.2681044;-60.13289;
None;170;62;-30.73498;0.133196;-52.31272;
None;80;30;-31.76019;0.3870655;-52.85526;
None;59;28;-42.24629;-0.004017412;-41.94097;
None;66;28;-39.62283;-0.07018594;-33.90267;
None;61;29;-35.4828;0.09954032;-49.76684;
3;54;19;-50.73839;0.212698;-70.3066;
None;70;37;-39.9277;0.4814038;-79.16212;
None;48;14;-43.37747;0.2410478;-55.18881;
None;25;13;-40.83955;0.1456365;-45.64555;
None;108;49;-30.99482;0.3183849;-60.28624;
None;44;109;-26.27749;-0.2611473;-10.60866;
None;98;41;-37.39;-0.01096708;-36.14524;
None;145;259;-29.71924;-0.01459218;-27.82955;
None;63;27;-36.8574;0.04996683;-41.17953;
None;31;140;-43.97729;-0.1702552;-31.9743;
None;51;0;-50.01918;0.2769809;-63.17577;
None;101;8;-29.911;0.2770914;-61.49941;
3;87;172;-48.95715;0.07743895;-55.6169;
None;66;22;-40.3229;0.2101839;-59.65982;
None;92;17;-32.6121;0.03379181;-36.81918;
None;85;23;-49.85;-0.03666325;-44.09387;
None;94;52;-50.32992;0.3282493;-80.36473;
None;35;25;-41.18048;0.05326966;-44.37666;
None;57;25;-57.27174;0.09110743;-66.15472;
None;49;7;-45.10962;0.1302314;-55.0072;
None;46;37;-50.9372;0.07826955;-60.29041;
None;37;25;-29.90006;0.07580048;-36.7979;
None;33;23;-50.04237;0.01715885;-50.7802;
None;46;20;-48.36796;0.3767799;-64.75789;
None;82;34;-38.98897;-0.003405681;-38.54793;
None;59;37;-59.9856;0.3930166;-81.40501;
None;49;2;-36.79734;0.09579396;-47.14309;
None;42;25;-56.0277;0.1112596;-61.53505;
None;40;19;-46.4188;1.090155;-87.29961;
None;60;1;-39.54029;-0.1126261;-34.02162;
None;58;4;-58.19523;0.7084663;-89.01351;
None;36;24;-41.56974;0.1243773;-50.33834;
None;40;17;-52.09928;0.564547;-72.42297;
None;30;16;-53.63235;1.182768;-86.15849;
None;49;282;-39.57159;-0.1352521;-19.82479;
None;82;1;-60.9721;0.5416179;-92.92756;
None;80;34;-49.61916;0.6986408;-87.69509;
None;58;48;-53.30543;0.2609601;-68.96304;
None;75;3;-38.06346;0.0943106;-47.77745;
None;72;206;-36.13845;0.1325846;-49.79466;
None;55;41;-53.93678;0.3642487;-73.78834;
None;14;3;-34.31719;-0.08666452;-25.00076;
None;115;22;-49.94621;0.197694;-71.29716;
None;37;13;-30.77464;0.4096227;-48.1836;
None;80;40;-49.84435;0.2260049;-67.02073;
None;46;30;-38.27304;0.04834798;-40.908;
None;78;24;-37.16572;0.272409;-56.37055;
None;97;21;-49.03991;0.09165338;-57.38037;
None;52;35;-40.55652;0.05903611;-46.93242;
None;53;38;-30.70165;0.03591809;-34.40121;
None;36;26;-38.71215;-0.09382057;-24.96744;
None;57;169;-44.03637;-0.09439385;-35.9185;
None;95;53;-40.40047;0.1197964;-54.65624;
None;37;0;-35.30326;-0.0435677;-31.05541;
None;56;40;-42.50251;0.5367673;-61.82614;
None;50;26;-52.16868;0.6250215;-82.79473;
3;55;23;-42.36251;-0.01750089;-41.22495;
None;47;30;-38.5486;0.9295799;-74.80222;
None;42;18;-55.61447;0.3677977;-69.77468;
None;61;16;-40.29415;0.06575488;-44.23944;
None;94;8;-46.06047;-0.07165332;-41.403;
None;71;59;-50.47968;0.2950913;-68.18516;
None;63;46;-38.16585;0.02900657;-41.15353;
None;101;4;-39.0645;0.1141351;-53.84499;
None;67;45;-63.55657;0.1333336;-71.55659;
None;79;164;-42.81877;-0.003042785;-42.56774;
None;67;45;-63.55657;0.1333336;-71.55659;
None;141;18;-32.60523;0.1087553;-49.62543;
None;88;3;-35.62809;0.1055458;-45.33831;
None;75;19;-39.9381;0.193951;-50.50842;
None;33;11;-43.61502;-0.02210904;-42.05634;
None;79;6;-55.20905;0.07856543;-61.18002;
None;113;4;-43.81289;-0.1106008;-30.6514;
None;89;14;-44.36509;0.4354424;-77.02328;
None;63;41;-60.48083;0.2642365;-74.35325;
None;84;40;-34.71407;0.2658661;-56.24922;
None;119;43;-49.72536;0.2086452;-71.73743;
None;78;23;-38.79551;0.1541411;-55.67397;
None;65;53;-38.01547;0.1106387;-49.46658;
None;80;259;-35.32149;-0.001927771;-35.06702;
None;69;23;-36.29258;-0.01785171;-34.31997;
None;35;16;-53.04471;0.2899664;-62.90357;
None;25;9;-34.66813;0.6372093;-56.97046;
None;42;23;-52.61549;0.1743533;-59.76398;
None;50;28;-60.21404;0.1521724;-67.29005;
None;44;27;-35.04989;0.4081602;-63.41703;
None;46;15;-27.95181;0.151267;-38.46487;
None;31;25;-37.33913;0.269096;-51.73577;
None;45;31;-47.30364;0.2944296;-64.67499;
None;44;23;-55.37152;0.1553985;-62.59755;
None;49;36;-46.11462;0.6432496;-76.02573;
None;24;12;-43.38714;-0.1191831;-38.50064;
None;34;22;-33.43044;0.07745017;-38.34853;
None;86;70;-41.52028;0.01181759;-43.42291;
None;56;196;-39.76684;-0.01886735;-37.91784;
None;53;7;-33.99302;-0.09639533;-19.05174;
None;107;48;-46.39766;0.2912452;-68.24105;
None;69;56;-61.1944;0.04315699;-63.69751;
None;45;24;-50.57165;0.1078983;-59.31141;
None;62;40;-60.1605;0.4952083;-83.68289;
None;82;60;-44.88778;0.252213;-66.70421;
None;97;39;-40.07673;0.2843121;-67.93932;
None;52;41;-57.58308;0.1051759;-64.31433;
3;105;7;-30.0432;0.2242648;-48.20864;
None;135;125;-35.02217;0.07297207;-43.41396;
None;110;253;-32.58674;0.001181158;-32.73616;
None;102;32;-28.89154;0.2011456;-48.60381;
None;42;25;-45.27034;1.257387;-79.84848;
None;45;33;-52.06459;0.4457271;-68.77936;
None;48;39;-38.94796;0.3071968;-60.29814;
None;79;182;-53.26133;-0.04953223;-48.33288;
None;36;19;-42.78551;0.6712592;-70.30714;
None;32;22;-50.36101;0.07913849;-54.04095;
None;101;183;-45.46197;-0.04058995;-41.7074;
None;85;13;-46.63829;0.5062779;-81.8246;
None;75;251;-36.19701;-0.1168673;-21.4133;
None;103;333;-41.66;-0.005157317;-40.80131;
None;158;80;-34.3788;0.171803;-60.06336;
None;47;40;-31.29967;0.2267912;-44.45356;
None;42;29;-38.9979;0.7138481;-63.98258;
None;24;13;-41.70716;0.1203595;-45.79938;
None;111;22;-42.06871;0.1811758;-63.44746;
None;22;14;-25.98986;0.03289453;-28.45695;
None;75;24;-38.37217;0.007958243;-39.28737;
None;101;43;-37.39108;0.2691118;-66.85882;
None;75;9;-28.36024;0.1966438;-41.33873;
None;99;199;-56.72542;0.006756036;-57.44831;
None;79;18;-25.98034;-0.01435337;-23.99958;
None;72;14;-36.33332;9.62079E-05;-36.3466;
None;72;60;-46.24045;0.6153954;-89.01043;
None;77;29;-29.00061;0.003262926;-29.80492;
None;75;47;-32.5757;0.0678051;-41.52597;
None;96;50;-55.01527;0.2337825;-76.99082;
None;89;39;-39.02843;0.1029587;-53.80301;
None;85;12;-34.05597;0.08900555;-49.36492;
None;45;13;-52.58463;0.6911981;-76.77657;
None;20;12;-35.18073;0.1029387;-39.96738;
None;56;1;-42.90405;0.1262855;-52.37547;
3;41;28;-49.8443;0.06026376;-54.03263;
None;91;36;-39.75221;0.2528175;-64.52832;
None;32;17;-54.9256;0.2786109;-64.67698;
None;49;14;-53.8017;0.220071;-64.035;
